2017-03-09 00:00:00,304156.14285714284
2017-03-10 00:00:00,300471.0
2017-03-11 00:00:00,296352.71428571426
2017-03-12 00:00:00,298039.28571428574
2017-03-13 00:00:00,289520.85714285716
2017-03-14 00:00:00,287427.71428571426
2017-03-15 00:00:00,284926.71428571426
2017-03-16 00:00:00,284259.0
2017-03-17 00:00:00,287602.14285714284
2017-03-18 00:00:00,285275.5714285714
2017-03-19 00:00:00,282825.4285714286
2017-03-20 00:00:00,289986.71428571426
2017-03-21 00:00:00,290551.5714285714
2017-03-22 00:00:00,287360.14285714284
2017-03-23 00:00:00,291400.0
2017-03-24 00:00:00,285805.28571428574
2017-03-25 00:00:00,285423.14285714284
2017-03-26 00:00:00,282486.71428571426
2017-03-27 00:00:00,275440.4285714286
2017-03-28 00:00:00,269048.71428571426
2017-03-29 00:00:00,269898.14285714284
2017-03-30 00:00:00,264643.5714285714
2017-03-31 00:00:00,264774.5714285714
2017-04-01 00:00:00,260472.0
2017-04-02 00:00:00,262314.28571428574
2017-04-03 00:00:00,265498.28571428574
2017-04-04 00:00:00,273476.85714285716
2017-04-05 00:00:00,268050.28571428574
2017-04-06 00:00:00,272710.85714285716
2017-04-07 00:00:00,272950.4285714286
2017-04-08 00:00:00,278101.85714285716
2017-04-09 00:00:00,273971.5714285714
2017-04-10 00:00:00,273126.28571428574
2017-04-11 00:00:00,271319.85714285716
2017-04-12 00:00:00,278731.0
2017-04-13 00:00:00,273236.4285714286
2017-04-14 00:00:00,264409.85714285716
2017-04-15 00:00:00,263659.14285714284
2017-04-16 00:00:00,270090.14285714284
2017-04-17 00:00:00,266310.5714285714
2017-04-18 00:00:00,261980.2857142857
2017-04-19 00:00:00,261294.2857142857
2017-04-20 00:00:00,265867.28571428574
2017-04-21 00:00:00,271716.71428571426
2017-04-22 00:00:00,277451.85714285716
2017-04-23 00:00:00,276985.5714285714
2017-04-24 00:00:00,281729.85714285716
2017-04-25 00:00:00,278513.71428571426
2017-04-26 00:00:00,281698.85714285716
2017-04-27 00:00:00,285179.85714285716
2017-04-28 00:00:00,289216.85714285716
2017-04-29 00:00:00,285633.5714285714
2017-04-30 00:00:00,296006.0
2017-05-01 00:00:00,301213.14285714284
2017-05-02 00:00:00,311515.28571428574
2017-05-03 00:00:00,312625.85714285716
2017-05-04 00:00:00,307008.4285714286
2017-05-05 00:00:00,315130.28571428574
2017-05-06 00:00:00,309690.5714285714
2017-05-07 00:00:00,312791.0
2017-05-08 00:00:00,317722.71428571426
2017-05-09 00:00:00,327767.0
2017-05-10 00:00:00,327726.71428571426
2017-05-11 00:00:00,330047.0
2017-05-12 00:00:00,321476.4285714286
2017-05-13 00:00:00,328691.4285714286
2017-05-14 00:00:00,323869.14285714284
2017-05-15 00:00:00,331453.0
2017-05-16 00:00:00,326329.14285714284
2017-05-17 00:00:00,312200.28571428574
2017-05-18 00:00:00,313076.85714285716
2017-05-19 00:00:00,312242.71428571426
2017-05-20 00:00:00,312500.4285714286
2017-05-21 00:00:00,315863.14285714284
2017-05-22 00:00:00,309714.4285714286
2017-05-23 00:00:00,309520.0
2017-05-24 00:00:00,328624.71428571426
2017-05-25 00:00:00,331641.14285714284
2017-05-26 00:00:00,340385.4285714286
2017-05-27 00:00:00,342362.28571428574
2017-05-28 00:00:00,339377.85714285716
2017-05-29 00:00:00,336818.71428571426
2017-05-30 00:00:00,335928.71428571426
2017-05-31 00:00:00,333107.4285714286
2017-06-01 00:00:00,330677.71428571426
