,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,range,Close_Delta,Daily_Median
0,3/5/2019,BTCUSD,3700.72,3707.33,3700.01,3700.01,326.23,1208481.38,7.319999999999709,0.7099999999995816,3700.01
1,3/4/2019,BTCUSD,3786.93,3804.99,3672.39,3700.72,7793.41,28997773.37,132.5999999999999,86.21000000000004,3700.72
2,3/3/2019,BTCUSD,3809.7,3815.48,3763.62,3786.93,3839.56,14578727.87,51.86000000000013,22.769999999999982,3786.93
3,3/2/2019,BTCUSD,3806.17,3818.08,3763.0,3809.7,3583.18,13632830.38,55.07999999999993,-3.5299999999997453,3809.7
4,3/1/2019,BTCUSD,3792.14,3843.0,3791.31,3806.17,6474.64,24705314.88,51.690000000000055,-14.0300000000002,3806.17
5,2/28/2019,BTCUSD,3799.92,3899.99,3755.21,3792.14,8766.86,33445250.63,144.77999999999975,7.7800000000002,3792.14
6,2/27/2019,BTCUSD,3799.48,3823.13,3655.0,3799.92,7410.2,27975803.06,168.1300000000001,-0.44000000000005457,3799.92
7,2/26/2019,BTCUSD,3818.79,3826.37,3763.71,3799.48,6309.89,23962925.76,62.659999999999854,19.309999999999945,3799.48
8,2/25/2019,BTCUSD,3734.22,3860.0,3731.09,3818.79,10610.58,40365766.13,128.90999999999985,-84.57000000000016,3818.79
9,2/24/2019,BTCUSD,4110.0,4188.79,3712.84,3734.22,14145.95,55233424.46,475.9499999999998,375.7800000000002,3734.22
10,2/23/2019,BTCUSD,3942.02,4156.1,3911.3,4110.0,9881.57,39860713.71,244.80000000000018,-167.98000000000002,4110.0
11,2/22/2019,BTCUSD,3897.71,3956.43,3886.15,3942.02,7477.11,29358924.77,70.27999999999975,-44.309999999999945,3942.02
12,2/21/2019,BTCUSD,3938.99,3988.0,3869.45,3897.71,8198.49,32077392.67,118.55000000000018,41.279999999999745,3897.71
13,2/20/2019,BTCUSD,3888.01,3967.19,3867.13,3938.99,8325.53,32602642.37,100.05999999999995,-50.97999999999956,3938.99
14,2/19/2019,BTCUSD,3867.0,3969.54,3841.54,3888.01,13795.19,53982559.47,128.0,-21.01000000000022,3888.01
15,2/18/2019,BTCUSD,3625.08,3917.0,3616.18,3867.0,15037.03,56655317.89,300.82000000000016,-241.92000000000007,3867.0
16,2/17/2019,BTCUSD,3582.37,3675.0,3557.43,3625.08,5781.9,20780886.86,117.57000000000016,-42.710000000000036,3625.08
17,2/16/2019,BTCUSD,3566.59,3607.36,3565.5,3582.37,4156.81,14916499.5,41.86000000000013,-15.779999999999745,3582.37
18,2/15/2019,BTCUSD,3561.5,3620.22,3545.89,3566.59,6844.45,24453168.07,74.32999999999993,-5.0900000000001455,3566.59
19,2/14/2019,BTCUSD,3576.68,3589.0,3535.1,3561.5,5661.32,20210454.73,53.90000000000009,15.179999999999836,3561.5
20,2/13/2019,BTCUSD,3588.06,3627.99,3562.98,3576.68,6850.51,24541109.49,65.00999999999976,11.38000000000011,3576.68
21,2/12/2019,BTCUSD,3590.36,3618.77,3550.0,3588.06,7722.15,27645391.28,68.76999999999998,2.300000000000182,3588.06
22,2/11/2019,BTCUSD,3648.85,3652.0,3579.38,3590.36,8107.71,29178699.25,72.61999999999989,58.48999999999978,3590.36
23,2/10/2019,BTCUSD,3623.73,3654.28,3578.59,3648.85,5165.23,18675524.41,75.69000000000005,-25.11999999999989,3648.85
24,2/9/2019,BTCUSD,3622.0,3642.11,3597.0,3623.73,4887.47,17674316.87,45.11000000000013,-1.7300000000000182,3623.73
25,2/8/2019,BTCUSD,3359.0,3711.0,3344.0,3622.0,15716.99,55243279.17,367.0,-263.0,3622.0
26,2/7/2019,BTCUSD,3367.36,3383.14,3352.01,3359.0,8292.37,27907612.16,31.129999999999654,8.360000000000127,3359.0
27,2/6/2019,BTCUSD,3428.4,3441.0,3340.8,3367.36,8897.36,30027779.92,100.19999999999982,61.039999999999964,3367.36
28,2/5/2019,BTCUSD,3409.57,3429.46,3400.0,3428.4,5993.48,20484570.9,29.460000000000036,-18.829999999999927,3428.4
29,2/4/2019,BTCUSD,3414.78,3435.0,3395.1,3409.57,5727.22,19551500.4,39.90000000000009,5.210000000000036,3409.57
30,2/3/2019,BTCUSD,3468.43,3471.76,3386.45,3414.78,4341.6,14864318.35,85.3100000000004,53.649999999999636,3414.78
31,2/2/2019,BTCUSD,3437.5,3483.24,3414.49,3468.43,3813.96,13105971.91,68.75,-30.929999999999836,3468.43
32,2/1/2019,BTCUSD,3411.49,3458.26,3369.62,3437.5,8410.91,28763661.15,88.64000000000033,-26.01000000000022,3437.5
33,1/31/2019,BTCUSD,3437.55,3473.4,3396.74,3411.49,7148.39,24471669.15,76.66000000000031,26.0600000000004,3411.49
34,1/30/2019,BTCUSD,3397.42,3459.41,3373.35,3437.55,8293.61,28405644.02,86.05999999999995,-40.13000000000011,3437.55
35,1/29/2019,BTCUSD,3429.95,3438.4,3337.87,3397.42,8168.2,27746463.85,100.5300000000002,32.529999999999745,3397.42
36,1/28/2019,BTCUSD,3531.01,3535.92,3374.02,3429.95,11621.01,39919615.64,161.9000000000001,101.0600000000004,3429.95
37,1/27/2019,BTCUSD,3556.07,3562.9,3471.98,3531.01,3868.19,13690073.61,90.92000000000007,25.059999999999945,3531.01
38,1/26/2019,BTCUSD,3562.18,3657.76,3540.0,3556.07,4534.02,16208498.17,117.76000000000022,6.109999999999673,3556.07
39,1/25/2019,BTCUSD,3568.97,3578.79,3510.01,3562.18,6547.88,23272887.24,68.77999999999975,6.789999999999964,3562.18
40,1/24/2019,BTCUSD,3553.01,3595.83,3530.1,3568.97,5607.18,19952934.72,65.73000000000002,-15.959999999999582,3568.97
41,1/23/2019,BTCUSD,3577.03,3614.47,3523.64,3553.01,7628.41,27204598.72,90.82999999999993,24.019999999999982,3553.01
42,1/22/2019,BTCUSD,3531.76,3611.5,3425.0,3577.03,8672.66,30775003.38,186.5,-45.26999999999998,3577.03
43,1/21/2019,BTCUSD,3536.19,3568.95,3487.37,3531.76,6240.95,22065763.42,81.57999999999993,4.429999999999836,3531.76
44,1/20/2019,BTCUSD,3682.65,3703.39,3481.01,3536.19,6721.45,24022523.12,222.37999999999965,146.46000000000004,3536.19
45,1/19/2019,BTCUSD,3607.85,3759.98,3604.9,3682.65,4765.26,17551096.43,155.07999999999993,-74.80000000000018,3682.65
46,1/18/2019,BTCUSD,3640.65,3643.69,3580.16,3607.85,5741.49,20744958.32,63.5300000000002,32.80000000000018,3607.85
47,1/17/2019,BTCUSD,3609.71,3657.0,3541.29,3640.65,8526.63,30758678.41,115.71000000000004,-30.940000000000055,3640.65
48,1/16/2019,BTCUSD,3580.76,3666.73,3572.52,3609.71,8531.11,30758589.69,94.21000000000004,-28.949999999999818,3609.71
49,1/15/2019,BTCUSD,3664.19,3684.38,3540.0,3580.76,10048.6,36429393.35,144.3800000000001,83.42999999999984,3580.76
50,1/14/2019,BTCUSD,3514.24,3711.1,3509.24,3664.19,10607.81,38411565.21,201.86000000000013,-149.95000000000027,3664.19
51,1/13/2019,BTCUSD,3619.41,3641.86,3482.0,3514.24,7072.38,25092340.55,159.86000000000013,105.17000000000007,3514.24
52,1/12/2019,BTCUSD,3635.69,3649.18,3557.29,3619.41,5418.47,19639259.73,91.88999999999987,16.2800000000002,3619.41
53,1/11/2019,BTCUSD,3626.12,3699.26,3576.09,3635.69,13866.3,50456331.51,123.17000000000007,-9.570000000000164,3635.69
54,1/10/2019,BTCUSD,4004.12,4035.21,3560.0,3626.12,18967.77,71162282.34,475.21000000000004,378.0,3626.12
55,1/9/2019,BTCUSD,3993.86,4042.2,3962.12,4004.12,10180.99,40806556.14,80.07999999999993,-10.259999999999764,4004.12
56,1/8/2019,BTCUSD,4006.01,4114.8,3945.0,3993.86,12850.61,51608355.86,169.80000000000018,12.150000000000091,3993.86
57,1/7/2019,BTCUSD,4040.99,4070.0,3968.79,4006.01,9408.71,37822045.68,101.21000000000004,34.97999999999956,4006.01
58,1/6/2019,BTCUSD,3798.62,4088.0,3756.01,4040.99,8949.92,35451351.39,331.9899999999998,-242.3699999999999,4040.99
59,1/5/2019,BTCUSD,3820.25,3874.12,3775.0,3798.62,6205.09,23788949.1,99.11999999999989,21.63000000000011,3798.62
60,1/4/2019,BTCUSD,3787.57,3849.0,3730.0,3820.25,8951.89,33883543.98,119.0,-32.679999999999836,3820.25
61,1/3/2019,BTCUSD,3890.79,3893.8,3758.07,3787.57,8715.63,33354904.32,135.73000000000002,103.2199999999998,3787.57
62,1/2/2019,BTCUSD,3826.09,3916.57,3770.07,3890.79,9536.46,36593653.4,146.5,-64.69999999999982,3890.79
63,1/1/2019,BTCUSD,3691.86,3841.17,3651.02,3826.09,10364.91,38462527.75,190.1500000000001,-134.23000000000002,3826.09
64,12/31/2018,BTCUSD,3829.0,3835.4,3625.84,3691.86,11743.89,43908768.84,209.55999999999995,137.13999999999987,3691.86
65,12/30/2018,BTCUSD,3729.31,3863.06,3691.01,3829.0,8281.34,31410502.18,172.04999999999973,-99.69000000000005,3829.0
66,12/29/2018,BTCUSD,3888.06,3944.33,3706.0,3729.31,8888.81,34339865.94,238.32999999999993,158.75,3729.31
67,12/28/2018,BTCUSD,3589.89,3971.58,3576.12,3888.06,15655.27,59270515.49,395.46000000000004,-298.1700000000001,3888.06
68,12/27/2018,BTCUSD,3809.88,3841.21,3567.0,3589.89,12383.47,45731632.17,274.21000000000004,219.99000000000024,3589.89
69,12/26/2018,BTCUSD,3780.0,3849.2,3685.02,3809.88,8763.53,33042372.79,164.17999999999984,-29.88000000000011,3809.88
70,12/25/2018,BTCUSD,4034.0,4045.41,3676.15,3780.0,11888.87,45000432.16,369.25999999999976,254.0,3780.0
71,12/24/2018,BTCUSD,3944.93,4239.37,3944.92,4034.0,18459.12,76089211.12,294.4499999999998,-89.07000000000016,4034.0
72,12/23/2018,BTCUSD,3980.46,4050.0,3904.87,3944.93,9760.55,38817919.58,145.1300000000001,35.5300000000002,3944.93
73,12/22/2018,BTCUSD,3839.06,4005.0,3790.16,3980.46,9641.35,37325618.06,214.84000000000015,-141.4000000000001,3980.46
74,12/21/2018,BTCUSD,4075.34,4162.27,3775.0,3839.06,21880.53,86954689.31,387.27000000000044,236.2800000000002,3839.06
75,12/20/2018,BTCUSD,3682.51,4175.0,3661.5,4075.34,28862.88,114890624.6,513.5,-392.8299999999999,4075.34
76,12/19/2018,BTCUSD,3667.77,3928.15,3642.17,3682.51,27118.36,101817752.9,285.98,-14.740000000000236,3682.51
77,12/18/2018,BTCUSD,3496.82,3688.0,3436.5,3667.77,16101.1,56933990.4,251.5,-170.94999999999982,3667.77
78,12/17/2018,BTCUSD,3195.0,3585.95,3184.28,3496.82,20649.01,70639362.06,401.6699999999996,-301.82000000000016,3496.82
79,12/16/2018,BTCUSD,3183.0,3258.0,3181.24,3195.0,6960.21,22400415.44,76.76000000000022,-12.0,3195.0
80,12/15/2018,BTCUSD,3195.71,3228.69,3130.0,3183.0,9032.11,28655379.18,98.69000000000005,12.710000000000036,3183.0
81,12/14/2018,BTCUSD,3265.0,3294.9,3135.0,3195.71,13684.44,44008088.91,159.9000000000001,69.28999999999996,3195.71
