,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,range,Close_Delta,Daily_Median
82,12/13/2018,BTCUSD,3430.24,3439.63,3227.96,3265.0,13289.12,44246274.75,211.67000000000007,165.23999999999978,3265.0
83,12/12/2018,BTCUSD,3349.36,3486.16,3325.58,3430.24,10238.1,34894094.7,160.57999999999993,-74.55999999999995,3430.24
84,12/11/2018,BTCUSD,3410.15,3424.92,3293.49,3355.68,10574.9,35539918.9,131.4300000000003,54.470000000000255,3355.68
85,12/10/2018,BTCUSD,3531.18,3590.71,3354.97,3410.15,12950.67,44649594.52,235.74000000000024,121.02999999999975,3410.15
86,12/9/2018,BTCUSD,3401.0,3642.51,3373.52,3531.18,11241.81,39534414.79,268.99000000000024,-130.17999999999984,3531.18
87,12/8/2018,BTCUSD,3380.01,3495.0,3253.66,3401.0,13145.57,44474430.73,241.34000000000015,-20.98999999999978,3401.0
88,12/7/2018,BTCUSD,3433.26,3544.99,3212.0,3380.01,34994.71,117571739.6,332.9899999999998,53.25,3380.01
89,12/6/2018,BTCUSD,3694.39,3849.0,3401.0,3433.26,26157.21,95403129.31,448.0,261.12999999999965,3433.26
90,12/5/2018,BTCUSD,3901.84,3912.53,3660.0,3694.39,14074.46,53225016.59,252.5300000000002,207.45000000000027,3694.39
91,12/4/2018,BTCUSD,3833.47,4035.1,3732.43,3901.84,15556.85,60561979.03,302.6700000000001,-68.37000000000035,3901.84
92,12/3/2018,BTCUSD,4103.19,4119.98,3741.95,3833.47,15624.16,60988995.33,378.02999999999975,269.7199999999998,3833.47
93,12/2/2018,BTCUSD,4142.01,4263.77,4036.0,4103.19,10461.93,43216163.42,227.77000000000044,38.82000000000062,4103.19
94,12/1/2018,BTCUSD,3976.0,4275.42,3910.08,4142.01,9685.27,39839244.19,365.34000000000015,-166.5300000000002,4142.01
95,11/30/2018,BTCUSD,4248.0,4297.71,3869.0,3975.48,18112.45,73243944.12,428.71000000000004,272.52,3975.48
96,11/29/2018,BTCUSD,4225.03,4410.52,4078.21,4248.0,19053.48,80634972.42,332.3100000000004,-22.970000000000255,4248.0
97,11/28/2018,BTCUSD,3775.0,4365.0,3775.0,4225.03,34203.59,140103162.3,590.0,-450.02999999999975,4225.03
98,11/27/2018,BTCUSD,3731.32,3830.0,3562.9,3775.0,22536.15,83514577.38,267.0999999999999,-43.679999999999836,3775.0
99,11/26/2018,BTCUSD,3936.69,4076.25,3510.0,3731.32,34144.92,128945499.1,566.25,205.3699999999999,3731.32
100,11/25/2018,BTCUSD,3774.99,4120.0,3457.81,3936.69,36576.28,137761165.1,662.19,-161.70000000000027,3936.69
101,11/24/2018,BTCUSD,4283.8,4370.78,3650.84,3774.99,20501.98,81745237.63,719.9399999999996,508.8100000000004,3774.99
102,11/23/2018,BTCUSD,4263.66,4366.05,4086.16,4283.8,18389.56,77685278.7,279.8900000000003,-20.140000000000327,4283.8
103,11/22/2018,BTCUSD,4545.11,4589.0,4238.69,4263.66,12107.2,53839728.96,350.3100000000004,281.4499999999998,4263.66
104,11/21/2018,BTCUSD,4349.23,4627.55,4239.01,4545.11,27423.73,121800475.3,388.53999999999996,-195.8800000000001,4545.11
105,11/20/2018,BTCUSD,4733.5,4889.0,4035.0,4349.23,61797.01,275875686.2,854.0,384.27000000000044,4349.23
106,11/19/2018,BTCUSD,5560.0,5560.0,4670.63,4733.5,36133.96,183124118.8,889.3699999999999,826.5,4733.5
107,11/18/2018,BTCUSD,5504.17,5665.0,5503.34,5560.0,4599.14,25514015.42,161.65999999999985,-55.82999999999993,5560.0
108,11/17/2018,BTCUSD,5512.24,5544.0,5450.84,5504.17,4672.7,25633309.6,93.15999999999985,8.069999999999709,5504.17
109,11/16/2018,BTCUSD,5579.52,5609.91,5410.0,5512.24,8839.08,48837088.75,199.90999999999985,67.28000000000065,5512.24
110,11/15/2018,BTCUSD,5605.46,5645.0,5190.0,5579.52,20850.3,114060256.0,455.0,25.9399999999996,5579.52
111,11/14/2018,BTCUSD,6259.35,6293.38,5281.01,5605.46,28948.74,165304900.1,1012.3699999999999,653.8900000000003,5605.46
112,11/13/2018,BTCUSD,6327.86,6328.22,6252.5,6259.35,4465.43,28083621.57,75.72000000000025,68.50999999999931,6259.35
113,11/12/2018,BTCUSD,6357.6,6383.59,6305.95,6327.86,3498.83,22197659.45,77.64000000000033,29.74000000000069,6327.86
114,11/11/2018,BTCUSD,6347.42,6360.0,6271.15,6357.6,2262.05,14319132.69,88.85000000000036,-10.180000000000291,6357.6
115,11/10/2018,BTCUSD,6334.89,6374.0,6327.46,6347.42,2366.56,15041644.97,46.539999999999964,-12.529999999999745,6347.42
116,11/9/2018,BTCUSD,6406.25,6415.0,6309.45,6334.89,4377.42,27842689.28,105.55000000000018,71.35999999999967,6334.89
117,11/8/2018,BTCUSD,6503.12,6511.88,6391.99,6406.25,4929.29,31768725.31,119.89000000000033,96.86999999999989,6406.25
118,11/7/2018,BTCUSD,6448.5,6540.0,6448.5,6503.12,5541.0,36042976.55,91.5,-54.61999999999989,6503.12
119,11/6/2018,BTCUSD,6404.0,6449.65,6387.82,6448.5,5257.68,33746528.33,61.82999999999993,-44.5,6448.5
120,11/5/2018,BTCUSD,6423.28,6439.99,6372.0,6404.0,3878.2,24833457.37,67.98999999999978,19.279999999999745,6404.0
121,11/4/2018,BTCUSD,6331.96,6464.15,6314.82,6423.28,3785.22,24180829.93,149.32999999999993,-91.31999999999971,6423.28
122,11/3/2018,BTCUSD,6349.8,6351.7,6315.91,6331.96,2490.79,15776821.86,35.789999999999964,17.840000000000146,6331.96
123,11/2/2018,BTCUSD,6343.99,6378.77,6333.94,6349.8,4003.06,25439682.42,44.83000000000084,-5.8100000000004,6349.8
124,11/1/2018,BTCUSD,6304.18,6360.0,6293.44,6343.99,4395.73,27752840.56,66.5600000000004,-39.80999999999949,6343.99
125,10/31/2018,BTCUSD,6267.63,6353.24,6203.72,6304.18,5061.85,31788070.1,149.51999999999953,-36.55000000000018,6304.18
126,10/30/2018,BTCUSD,6266.0,6289.0,6240.54,6267.63,4018.99,25168516.72,48.460000000000036,-1.6300000000001091,6267.63
127,10/29/2018,BTCUSD,6403.62,6414.99,6211.0,6266.0,6219.19,39182076.98,203.98999999999978,137.6199999999999,6266.0
128,10/28/2018,BTCUSD,6409.12,6415.0,6380.01,6403.62,2032.02,13008844.83,34.98999999999978,5.5,6403.62
129,10/27/2018,BTCUSD,6404.87,6421.76,6390.0,6409.12,2264.63,14506617.0,31.76000000000022,-4.25,6409.12
130,10/26/2018,BTCUSD,6395.58,6450.0,6383.54,6404.87,3923.84,25128261.16,66.46000000000004,-9.289999999999964,6404.87
131,10/25/2018,BTCUSD,6415.97,6422.0,6379.74,6395.58,3446.96,22061255.74,42.26000000000022,20.390000000000327,6395.58
132,10/24/2018,BTCUSD,6395.14,6470.99,6395.13,6415.97,5001.03,32142825.41,75.85999999999967,-20.829999999999927,6415.97
133,10/23/2018,BTCUSD,6407.65,6411.5,6360.0,6395.14,3884.63,24836419.59,51.5,12.509999999999309,6395.14
134,10/22/2018,BTCUSD,6415.88,6427.63,6377.77,6407.65,3827.53,24503622.77,49.85999999999967,8.230000000000473,6407.65
135,10/21/2018,BTCUSD,6414.0,6452.87,6405.57,6415.88,2497.64,16065758.0,47.30000000000018,-1.8800000000001091,6415.88
136,10/20/2018,BTCUSD,6382.98,6420.0,6369.32,6414.0,3359.42,21491758.94,50.68000000000029,-31.020000000000437,6414.0
137,10/19/2018,BTCUSD,6394.96,6409.61,6355.0,6382.98,3708.25,23677548.56,54.60999999999967,11.980000000000473,6382.98
138,10/18/2018,BTCUSD,6443.7,6489.83,6355.0,6394.96,6821.25,43810348.18,134.82999999999993,48.73999999999978,6394.96
139,10/17/2018,BTCUSD,6457.11,6459.99,6411.19,6443.7,5281.04,34000548.91,48.80000000000018,-21.539999999999964,6443.7
140,10/16/2018,BTCUSD,6436.98,6436.98,6422.16,6422.16,0.0,0.0,14.819999999999709,14.819999999999709,6422.16
141,10/15/2018,BTCUSD,6183.49,6810.0,6151.58,6436.98,19798.42,127886000.0,658.4200000000001,-253.48999999999978,6436.98
142,10/14/2018,BTCUSD,6196.0,6288.36,6151.0,6183.49,3657.22,22764662.69,137.35999999999967,12.510000000000218,6183.49
143,10/13/2018,BTCUSD,6188.01,6212.0,6178.0,6196.0,3722.67,23074416.97,34.0,-7.989999999999782,6196.0
144,10/12/2018,BTCUSD,6154.69,6235.2,6111.97,6188.01,5412.96,33554630.61,123.22999999999956,-33.32000000000062,6188.01
145,10/11/2018,BTCUSD,6524.56,6524.56,6033.34,6154.69,18769.33,116335608.9,491.22000000000025,369.8700000000008,6154.69
146,10/10/2018,BTCUSD,6589.48,6591.32,6445.48,6524.56,5989.36,39043016.27,145.84000000000015,64.91999999999916,6524.56
147,10/9/2018,BTCUSD,6608.07,6612.86,6552.5,6589.48,4424.22,29122947.04,60.35999999999967,18.590000000000146,6589.48
148,10/8/2018,BTCUSD,6570.0,6681.19,6545.63,6608.07,5158.8,34066647.32,135.5599999999995,-38.06999999999971,6608.07
149,10/7/2018,BTCUSD,6552.43,6585.01,6491.81,6570.0,2572.74,16824366.84,93.19999999999982,-17.56999999999971,6570.0
150,10/6/2018,BTCUSD,6593.94,6594.39,6536.0,6552.43,2686.64,17617374.75,58.39000000000033,41.50999999999931,6552.43
151,10/5/2018,BTCUSD,6547.45,6641.0,6512.81,6593.94,4973.4,32597736.43,128.1899999999996,-46.48999999999978,6593.94
152,10/4/2018,BTCUSD,6466.03,6603.01,6455.0,6547.45,6292.98,41231044.84,148.01000000000022,-81.42000000000007,6547.45
153,10/3/2018,BTCUSD,6498.46,6507.95,6398.96,6466.03,6017.6,38792994.29,108.98999999999978,32.43000000000029,6466.03
154,10/2/2018,BTCUSD,6572.83,6591.37,6452.0,6498.46,5283.88,34517949.11,139.3699999999999,74.36999999999989,6498.46
155,10/1/2018,BTCUSD,6605.0,6639.33,6479.03,6572.83,6869.97,45113832.24,160.30000000000018,32.17000000000007,6572.83
156,9/30/2018,BTCUSD,6582.0,6640.37,6523.0,6605.0,3604.16,23739483.01,117.36999999999989,-23.0,6605.0
157,9/29/2018,BTCUSD,6620.01,6620.01,6452.02,6582.0,4164.89,27236990.33,167.98999999999978,38.01000000000022,6582.0
158,9/28/2018,BTCUSD,6680.01,6786.73,6528.13,6620.01,8630.93,57429631.92,258.59999999999945,60.0,6620.01
159,9/27/2018,BTCUSD,6455.66,6734.78,6430.0,6680.01,7629.43,50049900.06,304.77999999999975,-224.35000000000036,6680.01
160,9/26/2018,BTCUSD,6436.89,6537.26,6380.62,6455.66,5767.65,37350373.43,156.64000000000033,-18.769999999999527,6455.66
161,9/25/2018,BTCUSD,6582.09,6582.1,6320.5,6436.89,8918.53,57200568.82,261.60000000000036,145.19999999999982,6436.89
162,9/24/2018,BTCUSD,6696.99,6716.16,6555.99,6582.09,5245.81,34758698.5,160.17000000000007,114.89999999999964,6582.09
163,9/23/2018,BTCUSD,6707.33,6777.0,6660.05,6696.99,3403.22,22806982.88,116.94999999999982,10.340000000000146,6696.99
164,9/22/2018,BTCUSD,6750.0,6823.0,6628.01,6707.33,5114.24,34363292.87,194.98999999999978,42.67000000000007,6707.33
165,9/21/2018,BTCUSD,6493.11,6777.1,6492.5,6750.0,10972.56,73208617.45,284.60000000000036,-256.8900000000003,6750.0
166,9/20/2018,BTCUSD,6386.94,6530.0,6337.0,6493.11,6573.75,42236058.52,193.0,-106.17000000000007,6493.11
167,9/19/2018,BTCUSD,6335.7,6511.0,6106.37,6386.94,9736.67,61712813.0,404.6300000000001,-51.23999999999978,6386.94
168,9/18/2018,BTCUSD,6250.7,6384.04,6228.0,6335.7,6009.83,37901046.74,156.03999999999996,-85.0,6335.7
169,9/17/2018,BTCUSD,6498.0,6529.75,6207.55,6250.7,8901.88,56553438.08,322.1999999999998,247.30000000000018,6250.7
170,9/16/2018,BTCUSD,6518.68,6521.75,6324.9,6498.0,3191.64,20649801.91,196.85000000000036,20.68000000000029,6498.0
171,9/15/2018,BTCUSD,6478.04,6565.0,6470.0,6518.68,3344.58,21811302.81,95.0,-40.64000000000033,6518.68
172,9/14/2018,BTCUSD,6485.99,6580.0,6378.05,6478.04,7312.68,47509635.88,201.94999999999982,7.949999999999818,6478.04
173,9/13/2018,BTCUSD,6326.0,6530.0,6323.65,6485.99,9327.54,60165545.77,206.35000000000036,-159.98999999999978,6485.99
174,9/12/2018,BTCUSD,6282.53,6340.94,6194.88,6326.0,7259.91,45544454.52,146.0599999999995,-43.470000000000255,6326.0
175,9/11/2018,BTCUSD,6299.99,6405.0,6176.76,6282.53,7223.25,45346177.73,228.23999999999978,17.460000000000036,6282.53
176,9/10/2018,BTCUSD,6235.01,6375.13,6221.49,6299.99,6841.81,43020287.34,153.64000000000033,-64.97999999999956,6299.99
177,9/9/2018,BTCUSD,6188.0,6450.0,6147.0,6235.01,5936.9,37341591.59,303.0,-47.01000000000022,6235.01
178,9/8/2018,BTCUSD,6395.01,6460.0,6116.0,6188.0,6748.54,42370156.36,344.0,207.01000000000022,6188.0
179,9/7/2018,BTCUSD,6495.0,6530.0,6325.0,6395.01,8126.97,52306103.71,205.0,99.98999999999978,6395.01
180,9/6/2018,BTCUSD,6687.96,6703.73,6272.73,6495.0,17927.95,115051402.0,431.0,192.96000000000004,6495.0
181,9/5/2018,BTCUSD,7360.0,7384.0,6664.07,6687.96,14914.63,104385125.2,719.9300000000003,672.04,6687.96
182,9/4/2018,BTCUSD,7256.98,7402.5,7229.94,7360.0,7717.62,56629839.78,172.5600000000004,-103.02000000000044,7360.0
183,9/3/2018,BTCUSD,7295.0,7338.0,7192.99,7256.98,5857.14,42567231.9,145.01000000000022,38.02000000000044,7256.98
184,9/2/2018,BTCUSD,7191.08,7328.36,7130.01,7295.0,5648.04,40927690.96,198.34999999999945,-103.92000000000007,7295.0
185,9/1/2018,BTCUSD,7015.01,7275.0,7010.98,7191.08,5978.49,42717080.73,264.02000000000044,-176.0699999999997,7191.08
186,8/31/2018,BTCUSD,6983.0,7090.46,6884.49,7015.01,7685.76,53748713.61,205.97000000000025,-32.01000000000022,7015.01
187,8/30/2018,BTCUSD,7030.9,7048.66,6790.0,6983.0,7910.9,54632215.36,258.65999999999985,47.899999999999636,6983.0
188,8/29/2018,BTCUSD,7071.01,7119.0,6907.42,7030.9,7424.03,52174844.41,211.57999999999993,40.11000000000058,7030.9
189,8/28/2018,BTCUSD,6911.9,7128.0,6864.96,7071.01,11482.31,80511149.84,263.03999999999996,-159.11000000000058,7071.01
190,8/27/2018,BTCUSD,6709.98,6947.6,6654.13,6911.9,6994.99,47234694.38,293.47000000000025,-201.92000000000007,6911.9
191,8/26/2018,BTCUSD,6737.52,6773.0,6574.27,6709.98,4641.17,30988635.87,198.72999999999956,27.540000000000873,6709.98
192,8/25/2018,BTCUSD,6690.88,6790.0,6668.0,6737.52,4761.32,32019192.31,122.0,-46.64000000000033,6737.52
193,8/24/2018,BTCUSD,6526.36,6719.0,6451.55,6690.88,7223.8,47501021.18,267.4499999999998,-164.52000000000044,6690.88
194,8/23/2018,BTCUSD,6359.99,6568.37,6348.69,6526.36,6856.61,44170875.0,219.6800000000003,-166.3699999999999,6526.36
195,8/22/2018,BTCUSD,6475.9,6890.65,6250.0,6359.99,15930.31,104341943.7,640.6499999999996,115.90999999999985,6359.99
196,8/21/2018,BTCUSD,6258.74,6490.0,6249.12,6475.9,6584.39,42145909.64,240.8800000000001,-217.15999999999985,6475.9
197,8/20/2018,BTCUSD,6489.53,6525.0,6227.71,6258.74,7448.29,47749934.79,297.28999999999996,230.78999999999996,6258.74
198,8/19/2018,BTCUSD,6396.64,6547.34,6328.45,6489.53,4432.89,28490268.61,218.89000000000033,-92.88999999999942,6489.53
199,8/18/2018,BTCUSD,6585.49,6613.23,6312.0,6396.64,6669.64,43017147.41,301.22999999999956,188.84999999999945,6396.64
200,8/17/2018,BTCUSD,6315.9,6585.5,6290.39,6585.49,10578.77,68564601.79,295.1099999999997,-269.59000000000015,6585.49
201,8/16/2018,BTCUSD,6269.01,6475.01,6200.0,6315.9,8799.16,55858562.0,275.0100000000002,-46.88999999999942,6315.9
202,8/15/2018,BTCUSD,6195.01,6636.0,6189.0,6269.01,16811.85,107546758.9,447.0,-74.0,6269.01
203,8/14/2018,BTCUSD,6253.67,6258.32,5900.0,6195.01,17119.88,103854359.8,358.3199999999997,58.659999999999854,6195.01
204,8/13/2018,BTCUSD,6316.01,6544.99,6143.0,6253.67,10179.58,64323059.55,401.9899999999998,-141.46000000000004,6253.67
